station_id,station_name,district,longitude,latitude,first_seen,last_seen,capacity_min,capacity_max,capacity_changed
1368,樹林大安活動中心,樹林區,121.41488647460938,24.986360549926758,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1369,永翠藝文街口(大禾社區),板橋區,121.45028686523438,25.018009185791016,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1370,環河公園,板橋區,121.45063781738281,25.016660690307617,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1371,綠湖公園,新店區,121.5475082397461,24.97756004333496,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1372,頂溪國小,永和區,121.51126098632812,25.015810012817383,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1373,馥華公園,板橋區,121.44564056396484,25.00606918334961,2026-01-01 00:00:00,2026-06-30 23:30:00,44,53,1
1374,瑞峰橋,瑞芳區,121.81040954589844,25.107120513916016,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1375,捷運紅樹林站,淡水區,121.45912170410156,25.153579711914062,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1376,文化館前路口,鶯歌區,121.35291290283203,24.949480056762695,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1377,三張公園,三重區,121.49093627929688,25.070510864257812,2026-01-01 00:00:00,2026-06-30 23:30:00,45,45,0
1378,三民高中(民權路),蘆洲區,121.47393035888672,25.08802032470703,2026-01-01 00:00:00,2026-06-30 23:30:00,45,45,0
1379,中正思源路口(東北側),新莊區,121.46102905273438,25.039379119873047,2026-01-01 00:00:00,2026-06-30 23:30:00,45,45,0
1380,南雅公園,板橋區,121.45526123046875,25.003759384155273,2026-01-01 00:00:00,2026-06-30 23:30:00,45,45,0
1381,夢奇地公園(文化路一段),板橋區,121.46379852294922,25.017000198364258,2026-01-01 00:00:00,2026-06-30 23:30:00,45,45,0
1382,捷運泰山貴和站,泰山區,121.4222183227539,25.03318977355957,2026-01-01 00:00:00,2026-06-30 23:30:00,45,45,0
1383,新北市立圖書館三重分館,三重區,121.49552917480469,25.066099166870117,2026-01-01 00:00:00,2026-06-30 23:30:00,45,52,1
1384,明志科技大學,泰山區,121.42254638671875,25.040430068969727,2026-01-01 00:00:00,2026-06-30 23:30:00,45,45,0
1385,永盛公園,三重區,121.48429870605469,25.076129913330078,2026-01-01 00:00:00,2026-06-30 23:30:00,45,45,0
1386,永翠藝文街口(柏克萊公園社區),板橋區,121.4506607055664,25.018110275268555,2026-01-01 00:00:00,2026-06-30 23:30:00,45,45,0
1387,興華公園,三重區,121.48310089111328,25.060129165649414,2026-01-01 00:00:00,2026-06-30 23:30:00,45,45,0
1388,輕軌淡金北新站,淡水區,121.45245361328125,25.18079948425293,2026-01-01 00:00:00,2026-06-30 23:30:00,45,45,0
1389,輕軌漁人碼頭站,淡水區,121.41911315917969,25.182090759277344,2026-01-01 00:00:00,2026-06-30 23:30:00,45,80,1
1390,中華自治街口,新莊區,121.45330047607422,25.04775047302246,2026-01-01 00:00:00,2026-06-30 23:30:00,46,46,0
1391,富貴森林公園,林口區,121.37831115722656,25.08296012878418,2026-01-01 00:00:00,2026-06-30 23:30:00,46,46,0
1392,新莊國民運動中心,新莊區,121.44898223876953,25.03931999206543,2026-01-01 00:00:00,2026-06-30 23:30:00,46,52,1
1393,昌平公園,新莊區,121.4581069946289,25.05866050720215,2026-01-01 00:00:00,2026-06-30 23:30:00,46,55,1
1394,昌隆國小,新莊區,121.45488739013672,25.0521297454834,2026-01-01 00:00:00,2026-06-30 23:30:00,46,46,0
1395,板橋第一運動場,板橋區,121.46798706054688,25.009140014648438,2026-01-01 00:00:00,2026-06-30 23:30:00,46,46,0
1396,浮洲火車站,板橋區,121.44425201416016,25.004100799560547,2026-01-01 00:00:00,2026-06-30 23:30:00,46,76,1
1397,清水高中,土城區,121.46546936035156,24.98200035095215,2026-01-01 00:00:00,2026-06-30 23:30:00,46,46,0
1398,環河西大漢街口,板橋區,121.46119689941406,25.031829833984375,2026-01-01 00:00:00,2026-06-30 23:30:00,46,46,0
